commit_id,commit_date,repo,label
52970711cf974e7905a7fe1252be3bcffcd28d62,1293385585.0,antirez___redis,1
697af434fbeb2e3ba2ba9687cd283ed1a2734fa5,1293546020.0,antirez___redis,0
874804da0c014a7d704b3d285aa500098a931f50,1485763738.0,antirez___redis,0
c04082cf138f1f51cedf05ee9ad36fb6763cafc6,1528646158.0,antirez___redis,0
ef764dde1cca2f25d00686673d1bc89448819571,1581319966.0,antirez___redis,0
3a47c8cfb85af1b69cccf30eaaa690e4a23ab20a,1449985642.0,antirez___redis,1
8a6d9a02fa991a91ff90ccdc73b5ceabaa6cb9ec,1591855027.0,axdoomer___doom-vanille,0
517298bafaaff0a8e3dd60dd055a67c41b545807,1568121676.0,avast___retdec,0
5566cdfedddef1f219aee33477d9c9690bf2f78b,1627444649.0,attorneyonline___akashi,0
85cc9af73a9944a1fdcd25e1a3e7f16424ea7246,1619877950.0,attorneyonline___akashi,1
695077ca030b3a999910ba8e29b2b14e0878d3c7,1588859965.0,artifexsoftware___mupdf,1
1dc9ca32822325a6a78d31b390bd45c518dbb41c,1589505537.0,babelouest___ulfius,1
c83f564c184a27145e07c274b305cabe943bbfaa,1630960207.0,babelouest___ulfius,0
5e7b9ec688d79e7b16ec7064e1d37e8481a31e72,1433964800.0,bblanchon___arduinojson,0
1ce6d663af0ddd744effa7d98b528e182cfc1e52,1415030635.0,bblanchon___arduinojson,1
be1cca270257bfdfee3fbe821175269713acf408,1411653204.0,behdad___harfbuzz,1
63ef0b41dc48d6112d1918c1b1de9de8ea90adb5,1444924468.0,behdad___harfbuzz,0
b1fdf283fbe3649e65c7a8d4f85705cd637a5d3c,1574306071.0,babelouest___glewlwyd,1
e3f7245c33897bf9b3a75acfcdb8b7b93974bf11,1651231604.0,babelouest___glewlwyd,0
125281f1c0d4b6a8b49f7e55a757205a2ef01fbe,1639579743.0,babelouest___glewlwyd,0
579e90e831e912dbdcb86bab2ef2a93d177fedf2,1599511632.0,babelouest___glewlwyd,1
0efd112bb62f566877750ad62ee828bff579b4e2,1623714056.0,babelouest___glewlwyd,0
15b061e757e32c55b1f4bae90d841c0c64779b8d,1541384106.0,att___ast,1
c7de8b641266bac7c77942239ac659edfee9ecd2,1576642618.0,att___ast,0
ea902752503fc5b356d6513911081ec932d804f2,1479067817.0,bitlbee___bitlbee,1
30d598ce7cd3f136ee9d7097f39fa9818a272441,1485729609.0,bitlbee___bitlbee,0
701ab8129ba9ea64f569daedca9a8603abad740f,1479066763.0,bitlbee___bitlbee,0
acf9c0099ee0e39cacb4eb25e1101fc57043d8d2,1455567016.0,belledonnecommunications___bzrtp,1
bbb1e6e2f467ee4bd7b9a8c800e4f07343d7d99b,1459438950.0,belledonnecommunications___bzrtp,0
d5366177d2afc5a542840c7bda52120b19a14048,1383347000.0,bittorrent___bootstrap-dht,1
bbc0b7191e3f48461ca6e5b1b34bdf4b3f1e79a9,1414106581.0,bittorrent___bootstrap-dht,1
e809ea80e3527e32c40756eddd8b2ae44bc3af1a,1435614309.0,bittorrent___bootstrap-dht,0
2d328439f9ea58b7516bc2a8fa37892fd28fed14,1595838213.0,blosc___c-blosc2,1
c4c6470e88210afc95262c8b9fcc27e30ca043ee,1602978243.0,blosc___c-blosc2,0
192c4f788d48f82c03e9cef40013f34370e90737,1371892895.0,bagder___curl,0
75ca568fa1c19de4c5358fed246686de8467c238,1327391666.0,bagder___curl,0
2eb8dcf26cb37f09cffe26909a646e702dbcab66,1365717132.0,bagder___curl,0
a50210710ab6fd772e2762ed36602c15adfb49e1,1315248369.0,bagder___curl,1
30c9799f72f3275f806a296e1100ad04c942706c,1306162509.0,bagder___curl,1
2864e767053317538feafa815046fff89e5a16be,942201769.0,bminor___glibc,0
a1aff5bf6786e6e8478373e4ada869a4ef2a7fc4,1315833440.0,bonzini___qemu,1
7285477ab11831b1cf56e45878a89170dd06d9b9,1316514463.0,bonzini___qemu,0
103b40f51e4012b3b0ad20f615562a1806d7f49a,1316514463.0,bonzini___qemu,1
c18663aa171c6cdf03da3e8c70df8663645b97c4,1538591203.0,brave___muon,0
76d63c91b27ab27e28267b6e5ff252252efd537f,1583188952.0,bluez___bluez,1
2f63eb8b12da740d2bee1f61c7835c48be937302,1614018099.0,bluez___bluez,1
00da0fb4972cf59e1c075f313da81ea549cb8738,1614886605.0,bluez___bluez,1
591c546c536b42bef696d027f64aa22434f8c3f0,1636754431.0,bluez___bluez,0
1cd644db8c23a2f530ddb93cebed7dacc5f5721a,1594940044.0,bluez___bluez,0
b497b5942a8beb8f89ca1c359c54ad67ec843055,1627317006.0,bluez___bluez,0
1cc7e83c3bdfaafbc5919c95025592d8de3a170e,1588849351.0,c-ares___c-ares,0
dbd4c441fb7babad5c56f455d720af38e20546bc,1573913623.0,c-ares___c-ares,1
ded592868c773f6ab3b8943d246444bb8833cfb1,1410150948.0,bro___bro,1
6cedd67c381ff22fde653adf02ee31caf66c81a0,1422033900.0,bro___bro,0
d5513a07575b990a87e994a3ae4873bc02adaf69,1409093681.0,bro___bro,1
6c0f101a62489b1c5927b4ed63b0e1d37db40282,1508184821.0,bro___bro,0
c2b18849f8bb833253538f5dfedb4ed1dc176a30,1536799677.0,bro___bro,0
1c1dba62bd3e6fa9d0d0c0aa21926043b75382c7,1595187829.0,cauldrondevelopmentllc___cbang,0
dd9217c6a0e06ae211e9f5db60dcb14d61295a76,1391602474.0,ccxvii___mujs,1
00d4606c3baf813b7b1c176823b2729bf51002a2,1554374464.0,ccxvii___mujs,0
fea0707d208c05f55b4d23392d261695ce22fa25,1500561880.0,ccxvii___mujs,1
5f3ea4132d2a7b34c3a14b196f2444f375d1f93b,1392730730.0,ccxvii___mujs,1
da632ca08f240590d2dec786722ed08486ce1be6,1554195322.0,ccxvii___mujs,0
22430de3a9bd077deea6d5854751d81ca97fb424,1525337134.0,ccxvii___mujs,1
1e5479084bc9852854feb1ba9bf68b52cd127e02,1554374462.0,ccxvii___mujs,0
df8559e7bdbc6065276e786217eeee70f28fce66,1638787712.0,ccxvii___mujs,0
afc4f8315d3e96574925fb530a7004cc9e6ce3d3,1529081291.0,cdrummond___cantata,0
849bd15d60ff4638203706732df537f7064df40a,1423430881.0,axiomatic-systems___bento4,1
03d1222ab9c2ce779cdf01bdb96cdd69cbdcfeda,1504998751.0,axiomatic-systems___bento4,0
98f39a5532323a0b64c003700d83739f06e38104,1205226799.0,axiomatic-systems___bento4,1
1aa96d3ea9d5c61c73d99a137d7f36799153e9d6,1238788454.0,axiomatic-systems___bento4,1
aeaf040ef9ebfd7885be6e09ec7174ed8fd26a65,1461102290.0,axiomatic-systems___bento4,1
be7185faf7f52674028977dcf501c6039ff03aa5,1504978588.0,axiomatic-systems___bento4,0
16b22aaaa201eb0fd56809ff77586cee966099ba,1190603906.0,axiomatic-systems___bento4,1
22192de5367fa0cee985917f092be4060b7c00b0,1504979793.0,axiomatic-systems___bento4,1
4d3f0bebd5f8518fd775f671c12bea58c68e814e,1501453764.0,axiomatic-systems___bento4,0
2f267f89f957088197f4b1fc254632d1645b415d,1504978923.0,axiomatic-systems___bento4,0
f5a0d0c9d3262dfb510b73006f0cb6db23c1b20a,1456323920.0,bfabiszewski___libmobi,1
81898a7718f6c5dd8a7fed38a761f0306f7a3fcf,1415440781.0,bfabiszewski___libmobi,1
82b3a6272a0cb65ddd47d3f53e24cfcfd7371ad3,1415903077.0,bfabiszewski___libmobi,1
c0699c8693c47f14a2e57dec7292e862ac7adf9c,1651055739.0,bfabiszewski___libmobi,0
df9f9b1c1c2bbdf7e7083c904200b2d089e1dcfc,1416167139.0,bfabiszewski___libmobi,1
ab5bf0e37e540eac682a14e628853b918626e72b,1631168518.0,bfabiszewski___libmobi,0
eafc415bc6067e72577f70d6dd5acbf057ce6e6f,1651055585.0,bfabiszewski___libmobi,0
bec783e6212439a335ba6e8df7ab8ed610ca9a21,1631996098.0,bfabiszewski___libmobi,0
075913803d76dcb25d5285d96a072fa960d5e3bb,1461086970.0,bfabiszewski___libmobi,1
612562bc1ea38f1708b044e7a079c47a05b1291d,1651776851.0,bfabiszewski___libmobi,0
fb1ab50e448ddbed746fd27ae07469bc506d838b,1650978468.0,bfabiszewski___libmobi,0
0fcc87a719cfd2aa0d387a3fa05a60351ba76971,1595593968.0,bfabiszewski___libmobi,1
1e0378e6f9e4ae415cedc9eb10850888897c5dba,1651564465.0,bfabiszewski___libmobi,0
c78e186739b50d156cb3da5d08d70294f0490853,1631996154.0,bfabiszewski___libmobi,0
6581e4cbadc7cc12372d41447ae2f4ea67c0f348,1650726754.0,bfabiszewski___libmobi,1
ce0ab6586069791b1e8e2a42f44318e581c39939,1650726724.0,bfabiszewski___libmobi,0
0943c006c7d900dfc0281639e992791d6c567438,1573815305.0,cendioossman___tigervnc,0
d61a767d6842b530ffb532ddd5a3d233119aad40,1573811606.0,cendioossman___tigervnc,0
c6df31db54bffe76ee5506a79f42cc7de7c541c3,1461930013.0,cendioossman___tigervnc,1
0ff2655456097926a1720545830b1e34f072371f,1561972707.0,cendioossman___tigervnc,1
65bbc73ae47983ad8307e68b2485060080a053ae,1472576267.0,cisco___thor,1
18de8f9f0762c3a542b1122589edb8af859d9813,1533755045.0,cisco___thor,0
6826525bba34382ec5ceea7f793f53e9242a2309,1395140724.0,ckolivas___cgminer,1
e1c5050734123973b99d181c45e74b2cbb00272e,1402364182.0,ckolivas___cgminer,0
5faf80cd53ecfd16b636d653483144cd12004f46,1645788920.0,ckolivas___lrzip,0
2f012cb3ea55fd11a7401d23af2f6f90cc978a4a,1560940581.0,ckolivas___lrzip,1
e310c4f91d229a072507f80c73811489b4cdff27,1630386331.0,cloudendpoints___esp,0
53db633468a650aa99fe3ca0d43827e4922f67c1,1584985963.0,cloudendpoints___esp,1
a69a2da39dcca63ad1a77553d3bc3a05f42e0e66,1272919602.0,civetweb___civetweb,1
8fd069f6dedb064339f1091069ac96f3f8bdb552,1529150034.0,civetweb___civetweb,0
da79b8ba28ad4837a0fee13e5f8fb6f89fe0e24c,1465490891.0,clusterlabs___booth,1
35bf0b7b048d715f671eb68974fb6b4af6528c67,1656920517.0,clusterlabs___booth,0
9450abcd0c6b7929ea7bf31321d7e70c7f80901a,1498714758.0,ceph___ceph,1
b3118cabb8060a8cc6a01c4e8264cb18e7b1745a,1507666908.0,ceph___ceph,0
5ead97120e07054d80623dada90a5cc764c28468,1527212296.0,ceph___ceph,0
8f396cf35a3826044b089141667a196454c0a587,1527189462.0,ceph___ceph,0
94b1ca198115c867691babdae7e7ac046689a749,1527198640.0,ceph___ceph,1
b5acef206c94142464f7ff314bb11c843c5420e8,1526654947.0,ceph___ceph,1
d16c24542b2f96a194d43a73c2e5778822b9cb47,1506492935.0,collectd___collectd,0
e94e1ca83a8ac255f045259ec898f944f9118430,1289895604.0,collectd___collectd,1
b589096f907052b3a4da2b9ccc9b0e2e888dfc18,1469080057.0,collectd___collectd,0
afb7a814783cda12f5b72167163b9109ee1d15a7,1597457792.0,coreboot___coreboot,0
82501922b67e41e596447aee5b42bc4655a927f4,1462380709.0,coreboot___coreboot,1
b3e0f780c34cea88f057a62213c012aa88fe2deb,1560413894.0,cesanta___mongoose,0
c65c8fdaaa257e0487ab0aaae9e8f6b439335945,1642421303.0,cesanta___mongoose,0
30bfb245f5d6f5cf5559e2f62767955d32663032,1640108395.0,cesanta___mongoose,1
4378915a33ab7fbbb5874f79dd7cd71b014ef44e,1332841387.0,corosync___corosync,1
b3f456a8ceefac6e9f2e9acc2ea0c159d412b595,1358159012.0,corosync___corosync,0
3eb5a028ed162d6cdcd38458d4314d8081838e59,1577449568.0,crawl___crawl,1
768f60da87a3fa0b5561da5ade9309577c176d04,1581600715.0,crawl___crawl,1
fc522ff6eb1bbb85e3de60c60a45762571e48c28,1581831282.0,crawl___crawl,0
a438c1e5a10e3615899cfa74cef6d4cc67aac84e,1350907214.0,clusterlabs___pacemaker,1
fa008ead912b97c657491ea8ed44d8d24b7987ca,1338219481.0,darold___squidclamav,1
80f74451f628264d1d9a1f1c0bbcebc932ba5e00,1343137494.0,darold___squidclamav,0
be749d7efa7c9021da746e685bd6dec79f9dd99b,1544954800.0,davegamble___cjson,0
b4151361de7a9a8b8fc786ed7d3c324488bcd261,1458412904.0,davegamble___cjson,1
94df772485c92866ca417d92137747b2e3b0a917,1475409413.0,davegamble___cjson,0
2a25abbf2a1735cbf481356fa72a91b28fa83e7a,1491667056.0,davegamble___cjson,1
1007b78bf18c86f3b8f5bb8fbaf72fa0ba09db48,1460953967.0,cyrusimap___cyrus-imapd,1
53c4137bd924b954432c6c59da7572c4c5ffa901,1502421335.0,cyrusimap___cyrus-imapd,0
5edadcfb83bf27107578830801817f9e6d0ad941,1502421328.0,cyrusimap___cyrus-imapd,0
152f59c608232711f9c58821ac245617544c1b91,1455238421.0,cyrusimap___cyrus-imapd,1
6bd33275368edfa71ae117de895488584678ac79,1504148101.0,cyrusimap___cyrus-imapd,0
e40e9d7f0decc799e3ccfe2c418632f8bb52031a,1493672129.0,curl___curl,1
81d135d67155c5295b1033679c606165d4e28f3f,1540796723.0,curl___curl,0
c1366571b609407cf0d4d9f4a2769d29e1313151,1521570350.0,curl___curl,1
ba1dbd78e5f1ed67c1b8d37ac89d90e5e330b628,1531116948.0,curl___curl,0
662fc625177208896ce707c5e39ea58d9936cb84,1397913784.0,curl___curl,1
84221006c9acf2b97a80564364df22e03184a1d8,1316527159.0,curl___curl,1
f3a24d7916b9173c69a3e0ee790102993833d6c5,1540796723.0,curl___curl,0
d530e92f59ae9bb2d47066c3c460b25d2ffeb211,1540882045.0,curl___curl,0
dfec172157b915c564c902996e85eed4b6d5f3b3,970468240.0,curl___curl,1
3ab3c16db6a5674f53cf23d56512a405fde0b2c9,1482130400.0,curl___curl,0
1890d59905414ab84a35892b2e45833654aa5c13,1489303711.0,curl___curl,0
68701e51c1f794df59d9f70bcddbf714ee91b868,1463090810.0,curl___curl,1
39ce47f219b09c380b81f89fe54ac586c8db6bde,1621835765.0,curl___curl,0
e60fe20fdf94e829ba5fce33f7a9d6c281149f7d,1491312465.0,curl___curl,1
7f4a9a9b2a49547eae24d2e19bc5c346e9026479,1621854910.0,curl___curl,0
0c5199d6a6ced9fa466d6c7632337ddf3519b1e6,1627503983.0,davea42___libdwarf-code,1
d96a6b8bcc7439fa7e3876207aa0a8e79c8451b6,1466544244.0,cisco-talos___clamav-devel,0
7e4ab8e1189846041f955e6c83f72bc1624e7a98,1301120066.0,davidben___nspluginwrapper,0
cd10e0c670b1fd93d4831c828e4d783056a29d6d,1454373692.0,device___google___dragon,1
7df7ec13b1d222ac3a66797fbe432605ea8f973f,1503443504.0,device___google___dragon,0
1fe8fbc032ccda1db9af66d93016b49c16c1f22d,1494197928.0,dinhviethoa___libetpan,0
9cee45a48858203474e2ef6a895572f3c10f2daf,1460255487.0,dmlc___ps-lite,1
4be817e8b03e7e92517e91f2dfcc50865e91c6ea,1511294870.0,dmlc___ps-lite,0
67e753f176260f5b40fceec02da6ead5137dab07,1473739598.0,dbry___wavpack,1
099b265dbacc9614c087fc04be4f3c795be46273,1464067825.0,dbry___wavpack,1
bc6cba3f552c44565f7f1e66dc1580189addb2b4,1551850347.0,dbry___wavpack,0
8e3fe45a7bac31d9a3b558ae0079e2d92a04799e,1518395867.0,dbry___wavpack,0
4c0faba32fddbd0745cbfaf1e1aeb3da5d35b9fc,1551580634.0,dbry___wavpack,1
bba5389dc598a92bdf2b297c3ea34620b6679b5b,1543557231.0,dbry___wavpack,0
070ef6f138956d9ea9612e69586152339dbefe51,1543554042.0,dbry___wavpack,0
0a3c1c95027b5434375b04414f6a7e34e5375f05,1463446099.0,dbry___wavpack,1
33a0025d1d63ccd05d9dbaa6923d52b1446a62fe,1551849708.0,dbry___wavpack,0
78aca49f95b6ea703c23a88de3c5cdfa53b852b1,1482456685.0,dbry___wavpack,1
6f8bb34c2993a48ab9afbe353e6d0cff7c8d821d,1524616021.0,dbry___wavpack,0
4bc05fc490b66ef2d45b1de26abf1455b486b0dc,1482387516.0,dbry___wavpack,0
36a24c7881427d2e1e4dc1cef58f19eee0d13aec,1518307299.0,dbry___wavpack,0
f68a9555b548306c5b1ee45199ccdc4a16a6101b,1551762581.0,dbry___wavpack,0
26cb47f99d481ad9b93eeff80d26e6b63bbd7e15,1524633487.0,dbry___wavpack,0
c4e1c9604fcf3645d632a2facd8e297b1463cca6,1462332143.0,dbry___wavpack,1
dd2fc637d70754ad3978afcf2da689041242e433,1474326019.0,dbry___wavpack,1
cbc391ee303718b8bfff56d0757865ac9f520f6f,1480128118.0,dbry___wavpack,1
d5bf76b5a88d044a1be1d5656698e3ba737167e5,1517772495.0,dbry___wavpack,0
8044ea7e23cdbaf6a8ea8d074d8219317902eaf9,1464146639.0,dbry___wavpack,1
cd353bccafb1274a525c3536aaff8c48c3a33aa0,1535343938.0,dbry___wavpack,1
e8eff147e9da1185f9afd5b25948153a3b97cf52,1462328885.0,dosfstools___dosfstools,0
64486adef77167b67894f3d1c04cf57c9f60bcea,1446755509.0,dosfstools___dosfstools,1
e4f702640f9d96142df3868cff3881605eeb4ed5,1526054516.0,dcmtk___dcmtk,1
f522d2d70efeb5e1e7e027322e4ca1379322de6b,1638180918.0,drogonframework___drogon,1
3c785326c63a34aa1799a639ae185bc9453cb447,1644594882.0,drogonframework___drogon,0
5e0099dc709e4abce167907e14335d8381f1944e,1644319173.0,dpdk___dpdk,1
f7a547b7ef8fc8ebdeaa4c28515c9d72e592fb6d,1490283920.0,derf___feh,0
82167c144a322cc956da45407f6dce8d4303d346,1491375481.0,dropbox___lepton,0
c742eda607d5650630d3f9270075ad51fcf3deab,1489274078.0,dropbox___lepton,1
6a5ceefac1162783fffd9506a3de39c85c725761,1554852753.0,dropbox___lepton,0
eaf0b4e6aa237c003da1505e429f93278800f29b,1505929582.0,dropbox___lepton,1
